document_id,segment_id,relation_id,subject,predicate,object,basis,certainty,note,source_url
co-ahrb-cab-001-d0038,cab-001-038_s004,cab-001-038_cab-001-038_s004_r007,cab-001-038_s004,containsLegalAct,petition,explicit,high,Expresión: petición,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s004,cab-001-038_cab-001-038_s004_r008,cab-001-038_s004,containsLegalAct,land_grant,explicit,high,Expresión: adjudique,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s005,cab-001-038_cab-001-038_s005_r001,cab-001-038_s005,containsLegalAct,obedience,explicit,high,Expresión: obedecieron,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s006,cab-001-038_cab-001-038_s006_r001,Hernando de Rojas,holdsOrPerformsRole,alcalde,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s006,cab-001-038_cab-001-038_s006_r002,Autoridad implícita del segmento,appointsOrDesignates,Hernando de Rojas,inferred,medium,,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s006,cab-001-038_cab-001-038_s006_r003,cab-001-038_s006,containsLegalAct,decision,explicit,high,Expresión: Acordaron,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s006,cab-001-038_cab-001-038_s006_r004,cab-001-038_s006,containsLegalAct,appointment,explicit,high,Expresión: nombrar,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s006,cab-001-038_cab-001-038_s006_r005,cab-001-038_s006,containsLegalAct,order_event,explicit,high,Expresión: ordenó,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s007,cab-001-038_cab-001-038_s007_r001,bula,isMentionedIn,cab-001-038_s007,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s007,cab-001-038_cab-001-038_s007_r002,orden,isMentionedIn,cab-001-038_s007,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s007,cab-001-038_cab-001-038_s007_r003,papa Julio,holdsOrPerformsRole,obispo,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s007,cab-001-038_cab-001-038_s007_r004,papa Julio,holdsOrPerformsRole,cardenal,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s007,cab-001-038_cab-001-038_s007_r005,San Jorge,holdsOrPerformsRole,obispo,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s007,cab-001-038_cab-001-038_s007_r006,San Jorge,holdsOrPerformsRole,cardenal,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s007,cab-001-038_cab-001-038_s007_r007,Fray Bernardino Minaya de Paz,presentsOrRequests,Petition,explicit,high,,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s007,cab-001-038_cab-001-038_s007_r008,cab-001-038_s007,containsLegalAct,presentation,explicit,high,Expresión: presentó,https://zasqua.org/co-ahrb-cab-001-d038/
co-ahrb-cab-001-d0038,cab-001-038_s007,cab-001-038_cab-001-038_s007_r009,cab-001-038_s007,containsLegalAct,petition,explicit,high,Expresión: petición,https://zasqua.org/co-ahrb-cab-001-d038/
