document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s004,cab-001-012_cab-001-012_s004_a003,cobrar,cobrar,legal_or_procedural_act,collection,rs,explicit,high,25,31,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s005,cab-001-012_cab-001-012_s005_a001,15 de Junio de 1549,15 de Junio de 1549,date,calendar_date,date,explicit,high,0,19,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s005,cab-001-012_cab-001-012_s005_a002,pregón,pregón,legal_or_procedural_act,proclamation,rs,explicit,high,59,65,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s005,cab-001-012_cab-001-012_s005_a003,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,81,88,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s005,cab-001-012_cab-001-012_s005_a004,6 de Junio 1549,6 de Junio 1549,date,calendar_date,date,explicit,high,97,112,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s006,cab-001-012_cab-001-012_s006_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,0,5,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s006,cab-001-012_cab-001-012_s006_a002,23 junio 1549,23 junio 1549,date,calendar_date,date,explicit,high,7,20,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s006,cab-001-012_cab-001-012_s006_a003,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,22,29,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s006,cab-001-012_cab-001-012_s006_a004,poder,poder,legal_or_procedural_act,grant_of_power,rs,explicit,high,55,60,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s006,cab-001-012_cab-001-012_s006_a005,Alcalde Ordinario,Alcalde Ordinario,role_or_office,office_or_procedural_role,rs,explicit,high,64,81,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s006,cab-001-012_cab-001-012_s006_a006,Juan de Orozco,Juan de Orozco,person,historical_person,persName,explicit,high,82,96,,https://zasqua.org/co-ahrb-cab-001-d0012/
co-ahrb-cab-001-d0012,cab-001-012,cab-001-012_s006,cab-001-012_cab-001-012_s006_a007,Real Audencia,Real Audencia,institution,audiencia,orgName,explicit,high,156,169,,https://zasqua.org/co-ahrb-cab-001-d0012/
