document,severity,source_shape,constraint,result_path,message,count
cab-001-006,Warning,_:n232605672c4e4b98ad6be4c6c320fea4b5,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,3
cab-001-006,Warning,_:n232605672c4e4b98ad6be4c6c320fea4b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",5
cab-001-007,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-007,Warning,_:ncf5590196edf4bd6af1ecf9ba4549f24b3,sh:MinCountConstraintComponent,leco:appealsAgainst,No se ha identificado la decisión apelada.,1
cab-001-007,Warning,_:ncf5590196edf4bd6af1ecf9ba4549f24b14,sh:MinCountConstraintComponent,leco:beforeAuthority,No se ha identificado la autoridad ante la cual se presenta la apelación.,1
cab-001-007,Warning,_:ncf5590196edf4bd6af1ecf9ba4549f24b6,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,2
cab-001-007,Warning,_:ncf5590196edf4bd6af1ecf9ba4549f24b8,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",3
cab-001-008,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-008,Warning,_:nc00a7f80342b451cab32565e702046e7b8,sh:MinCountConstraintComponent,leco:appointsPerson,No se ha identificado la persona nombrada.,1
cab-001-008,Warning,_:nc00a7f80342b451cab32565e702046e7b10,sh:MinCountConstraintComponent,leco:appointsToOffice,No se ha identificado el oficio al que se realiza el nombramiento.,1
cab-001-008,Warning,_:nc00a7f80342b451cab32565e702046e7b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",4
cab-001-011,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-011,Warning,_:n2c0b8dfc9fbd4d00b3f43ed1dd338e65b7,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,2
cab-001-011,Warning,_:n2c0b8dfc9fbd4d00b3f43ed1dd338e65b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",5
cab-001-012,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,1
cab-001-012,Warning,_:nb762e5ad9f2c493ab4a813a7390c5776b3,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-012,Warning,_:nb762e5ad9f2c493ab4a813a7390c5776b6,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-012,Warning,_:nb762e5ad9f2c493ab4a813a7390c5776b8,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",5
cab-001-016,Warning,_:n2c026e18f0c942b787978188abc4b732b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",6
cab-001-018,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,3
cab-001-018,Warning,_:nec3862af70954a13a79afdac89431873b3,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-018,Warning,_:nec3862af70954a13a79afdac89431873b14,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,1
cab-001-018,Warning,_:nec3862af70954a13a79afdac89431873b6,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-018,Warning,_:nec3862af70954a13a79afdac89431873b8,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",3
cab-001-019,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-019,Warning,_:n826a485f45e543e98a8b87af5ba57b53b11,sh:MinCountConstraintComponent,leco:appealsAgainst,No se ha identificado la decisión apelada.,1
cab-001-019,Warning,_:n826a485f45e543e98a8b87af5ba57b53b15,sh:MinCountConstraintComponent,leco:beforeAuthority,No se ha identificado la autoridad ante la cual se presenta la apelación.,1
cab-001-019,Warning,_:n826a485f45e543e98a8b87af5ba57b53b3,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-019,Warning,_:n826a485f45e543e98a8b87af5ba57b53b17,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,1
cab-001-019,Warning,_:n826a485f45e543e98a8b87af5ba57b53b8,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-019,Warning,_:n826a485f45e543e98a8b87af5ba57b53b5,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",5
cab-001-038,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,8
cab-001-038,Warning,_:n209b5903fe6047408e5d8ecde9d8e15db7,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-038,Warning,_:n209b5903fe6047408e5d8ecde9d8e15db27,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,1
cab-001-038,Warning,_:n209b5903fe6047408e5d8ecde9d8e15db25,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-038,Warning,_:n209b5903fe6047408e5d8ecde9d8e15db3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",11
cab-001-039,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-039,Warning,_:nc04f9d9c9ef9443ea61fb9e6c070f455b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",8
cab-001-040,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-040,Warning,_:n0974879629294dbebd615191c2a3850db8,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-040,Warning,_:n0974879629294dbebd615191c2a3850db3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",2
cab-001-042,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,3
cab-001-042,Warning,_:nf625345094874944972f1a90251ced8cb12,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,1
cab-001-042,Warning,_:nf625345094874944972f1a90251ced8cb5,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-042,Warning,_:nf625345094874944972f1a90251ced8cb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",6
cab-001-046,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,1
cab-001-046,Warning,_:n067f6286fe904462be2a7d0002267d98b6,sh:MinCountConstraintComponent,leco:conceptUseJurisdiction,El uso del concepto histórico no tiene todavía contexto jurisdiccional identificado.,1
cab-001-046,Warning,_:n067f6286fe904462be2a7d0002267d98b4,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",3
cab-001-055,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,1
cab-001-055,Warning,_:n900952329bf849ba8210821ec768542eb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",5
cab-001-056,Warning,_:naabbf60b16df496fa6e0189b3a9ca391b3,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
