document,severity,constraint,result_path,message,focus_node,focus_types,focus_label,evidence_uris,evidence_xml_ids,evidence_text,evidence_file,evidence_method,suggested_action,suggested_action_note,review_status,reviewer_note
cab-001-002,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,leco:Appointment,nombramiento,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s004,cab-001-002_s004,"El Alcalde Juan de Pineda compareció ante la Real Audencia para apelar la sanción, argumento que se encontraba gestionado lo de su nombramiento como Procurador.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:appointsPerson,No se ha identificado la persona nombrada.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,leco:Appointment,nombramiento,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s004,cab-001-002_s004,"El Alcalde Juan de Pineda compareció ante la Real Audencia para apelar la sanción, argumento que se encontraba gestionado lo de su nombramiento como Procurador.",source-tei,segment leco:documentsAct focus,review_appointment_person,Comprobar la persona nombrada en el segmento y si el mapping/enriquecimiento omitió una relación explícita.,pending,
cab-001-002,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s003_a002,leco:Detention,ponerlo preso,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s003,cab-001-002_s003,"Los señores capitulares, acordaron ponerlo preso y encargar en su remplazo a don Pedro Vasquez.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a003,leco:Appearance,compareció,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s004,cab-001-002_s004,"El Alcalde Juan de Pineda compareció ante la Real Audencia para apelar la sanción, argumento que se encontraba gestionado lo de su nombramiento como Procurador.",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-002,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s005_a002,leco:Investigation,investigar,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s005,cab-001-002_s005,"Se ordenó investigar las acciones y comportamiento del señor Pineda, para fallar por su incumplimiento con el deber de Alcalde Ordinario.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-002,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s005_a001,leco:OrderAct,ordenó,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s005,cab-001-002_s005,"Se ordenó investigar las acciones y comportamiento del señor Pineda, para fallar por su incumplimiento con el deber de Alcalde Ordinario.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s005_a001,leco:OrderAct,ordenó,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s005,cab-001-002_s005,"Se ordenó investigar las acciones y comportamiento del señor Pineda, para fallar por su incumplimiento con el deber de Alcalde Ordinario.",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,leco:Appointment,nombramiento,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s004,cab-001-002_s004,"El Alcalde Juan de Pineda compareció ante la Real Audencia para apelar la sanción, argumento que se encontraba gestionado lo de su nombramiento como Procurador.",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s003_a002,leco:Detention,ponerlo preso,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s003,cab-001-002_s003,"Los señores capitulares, acordaron ponerlo preso y encargar en su remplazo a don Pedro Vasquez.",source-tei,segment leco:documentsAct focus,review_sanction_target,Identificar el destinatario de la sanción si está textual o inequívocamente contextualizado; conservar el warning si no puede determinarse.,pending,
cab-001-003,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s004,cab-001-003_s004,"En este Cabildo se tratá por parte de los miembros del Cabildo Justicia y Regimiento, el contenido de la carta enviada por el señor Gobernador, donde se estipula el tiempo que ha de permanecer los indios en sus repartimientos.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a004,leco:Appeal,apelación,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-003,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a002,leco:Proclamation,pregonar,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s007,cab-001-003_s007,Se ordenó pregonar lo acordado.,source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a001,leco:LegalDecision,acordó,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s004,cab-001-003_s004,"En este Cabildo se tratá por parte de los miembros del Cabildo Justicia y Regimiento, el contenido de la carta enviada por el señor Gobernador, donde se estipula el tiempo que ha de permanecer los indios en sus repartimientos.",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-003,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a001,leco:OrderAct,ordenó,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s007,cab-001-003_s007,Se ordenó pregonar lo acordado.,source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a001,leco:OrderAct,ordenó,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s007,cab-001-003_s007,Se ordenó pregonar lo acordado.,source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:resultsInLegalArrangement,El repartimiento no está enlazado todavía con el arreglo o régimen jurídico resultante.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s004,cab-001-003_s004,"En este Cabildo se tratá por parte de los miembros del Cabildo Justicia y Regimiento, el contenido de la carta enviada por el señor Gobernador, donde se estipula el tiempo que ha de permanecer los indios en sus repartimientos.",source-tei,segment leco:documentsAct focus,review_legal_arrangement,Revisar si el acto produce realmente un régimen/arreglo jurídico (p. ej. repartimiento/merced) o si la fuente solo menciona el término.,pending,
cab-001-003,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a003,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a002,leco:Proclamation,pregonar,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s007,cab-001-003_s007,Se ordenó pregonar lo acordado.,source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:conceptUseJurisdiction,El uso del concepto histórico no tiene todavía contexto jurisdiccional identificado.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/concept_use_cab-001-003_cab-001-003_s003_a005,leco:HistoricalConceptUse,real servicio,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s003,cab-001-003_s003,"Juan de Horosco, Miguel de Trujillo, Hernando de Rojas Regidores, para tratar lo relacionadocon el real servicio.",source-tei,focus leco:attestedIn,review_concept_jurisdiction,Revisar si el uso conceptual puede contextualizarse jurisdiccionalmente; mantener warning cuando el alcance no sea seguro.,pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:resultsInLegalArrangement,El repartimiento no está enlazado todavía con el arreglo o régimen jurídico resultante.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a003,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,review_legal_arrangement,Revisar si el acto produce realmente un régimen/arreglo jurídico (p. ej. repartimiento/merced) o si la fuente solo menciona el término.,pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a003,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a001,leco:OrderAct,ordenó,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s007,cab-001-003_s007,Se ordenó pregonar lo acordado.,source-tei,segment leco:documentsAct focus,review_deciding_authority,Comprobar quién adopta la decisión en el segmento y su contexto inmediato; no asumir Cabildo automáticamente si el texto no lo permite.,pending,
cab-001-004,Warning,sh:MinCountConstraintComponent,leco:resultsInLegalArrangement,El repartimiento no está enlazado todavía con el arreglo o régimen jurídico resultante.,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s008_a004,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s008,cab-001-004_s008,Se presentó un mandamiento del señor Gobernador para que se hagan los repartimientos de esta ciudad.,source-tei,segment leco:documentsAct focus,review_legal_arrangement,Revisar si el acto produce realmente un régimen/arreglo jurídico (p. ej. repartimiento/merced) o si la fuente solo menciona el término.,pending,
cab-001-004,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s005_a004,leco:OrderAct,mandó,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s005,cab-001-004_s005,"2 de Septiembre 1547, se tratá lo relacionado a lo ausencia del teniente, quien se encuentra fuera de la ciudad, el señor gobernador mandó que a su llegada debia justificar la razón de su audencia.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-004,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s005_a004,leco:OrderAct,mandó,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s005,cab-001-004_s005,"2 de Septiembre 1547, se tratá lo relacionado a lo ausencia del teniente, quien se encuentra fuera de la ciudad, el señor gobernador mandó que a su llegada debia justificar la razón de su audencia.",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-004,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s010_a004,leco:Presentation,presentó,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s010,cab-001-004_s010,En dicho Cabildo Martin de San Juan Alquacil presentó una petición para que se le descargue del oficio de carcelero negándoce la petición por los señores Justicia y Regimiento.,source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-004,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s010_a007,leco:Petition,petición,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s010,cab-001-004_s010,En dicho Cabildo Martin de San Juan Alquacil presentó una petición para que se le descargue del oficio de carcelero negándoce la petición por los señores Justicia y Regimiento.,source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-004,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s008_a004,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s008,cab-001-004_s008,Se presentó un mandamiento del señor Gobernador para que se hagan los repartimientos de esta ciudad.,source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,pending,
cab-001-004,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s003_a001,leco:GrantOfPower,poder,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s003,cab-001-004_s003,"Se dió un poder a Hernan Suárez de Villalobos,para que apelara en la Audencia los contenidos del auto que contenian nuevas leyes que afectan a los indios y la tributación del maiz y otras cosas que sacan delas granjas.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-004,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s002_a003,leco:Proclamation,pregón,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s002,cab-001-004_s002,"En este Cabildo los señores Justicia y Regimiento dijeron que por el pregón de un auto que se realizó, donde se mandó hacer la despedida del señor Gobernador por parte de los vecinos del Repartimiento, ya no fueran a tal acto.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-004,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s008_a004,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s008,cab-001-004_s008,Se presentó un mandamiento del señor Gobernador para que se hagan los repartimientos de esta ciudad.,source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
cab-001-004,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s007_a002,leco:Presentation,presentó,https://w3id.org/leco/data/co-ahrb-cab-001-d004/cab-001-004_s007,cab-001-004_s007,"En este Cabildo se presentó Juan de la Peña con una petición para que se coloque remedio a la carcel, 10 de Octubre 1547.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",pending,
