row,document,status,result_path,focus_node,evidence_xml_id,outcome,relation_xml_id,target,reason
34,cab-001-003,contextual_inference,leco:decidedBy,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a001,cab-001-003_s007,pending,,,autoridad decisora no resoluble a una entidad única/nombrada sin conjetura adicional
36,cab-001-004,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s005_a004,cab-001-004_s005,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
37,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s005_a004,cab-001-004_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
40,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s008_a004,cab-001-004_s008,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
42,cab-001-004,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s002_a003,cab-001-004_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
43,cab-001-004,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s008_a004,cab-001-004_s008,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
45,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s010_a005,cab-001-004_s010,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
46,cab-001-004,explicit_recoverable,leco:createsRepresentation,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s003_a001,cab-001-004_s003,deferred,,,requiere resolver principal(es)/representante(s) y revisar multiplicidad antes de crear RepresentationRelation
54,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s007_a004,cab-001-004_s007,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
57,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s010_a007,cab-001-004_s010,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
58,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s011_a003,cab-001-004_s011,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
60,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s010_a004,cab-001-004_s010,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
61,cab-001-004,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s002_a005,cab-001-004_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
62,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s008_a001,cab-001-004_s008,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
67,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s007_a002,cab-001-004_s007,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
69,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s002_a001,cab-001-006_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
70,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a002,cab-001-006_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
71,cab-001-006,explicit_recoverable,leco:sanctions,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a004,cab-001-006_s005,pending,,,objeto de sanctions no resoluble a una entidad única/nombrada
73,cab-001-006,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s006_a001,cab-001-006_s006,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
74,cab-001-006,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a004,cab-001-006_s005,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
77,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s004_a004,cab-001-006_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
79,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s006_a001,cab-001-006_s006,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
80,cab-001-006,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a002,cab-001-006_s005,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
83,cab-001-006,contextual_inference,leco:conceptUseTime,https://w3id.org/leco/data/co-ahrb-cab-001-d006/concept_use_cab-001-006_cab-001-006_s005_a001,cab-001-006_s005,pending,,,no se pudo heredar una fecha documental fiable
85,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a004,cab-001-006_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
86,cab-001-006,explicit_recoverable,leco:appointsToOffice,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s002_a001,cab-001-006_s002,pending,,,mención de oficio no resoluble en el segmento
87,cab-001-006,contextual_inference,leco:conceptUseTime,https://w3id.org/leco/data/co-ahrb-cab-001-d006/concept_use_cab-001-006_cab-001-006_s003_a001,cab-001-006_s003,pending,,,no se pudo heredar una fecha documental fiable
88,cab-001-006,explicit_recoverable,leco:sanctions,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a002,cab-001-006_s005,pending,,,objeto de sanctions no resoluble a una entidad única/nombrada
89,cab-001-007,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a002,cab-001-007_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
90,cab-001-007,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a001,cab-001-007_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
92,cab-001-007,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a002,cab-001-007_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
94,cab-001-007,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a005,cab-001-007_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
95,cab-001-007,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a002,cab-001-007_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
98,cab-001-007,explicit_recoverable,leco:createsRepresentation,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s001_a003,cab-001-007_s001,deferred,,,requiere resolver principal(es)/representante(s) y revisar multiplicidad antes de crear RepresentationRelation
100,cab-001-007,explicit_recoverable,leco:createsRepresentation,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a005,cab-001-007_s003,deferred,,,requiere resolver principal(es)/representante(s) y revisar multiplicidad antes de crear RepresentationRelation
101,cab-001-007,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a001,cab-001-007_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
103,cab-001-008,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s005_a003,cab-001-008_s005,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
104,cab-001-008,explicit_recoverable,leco:appointsPerson,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s003_a002,cab-001-008_s003,pending,,,objeto de appointsPerson no resoluble a una entidad única/nombrada
105,cab-001-008,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s003_a002,cab-001-008_s003,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
106,cab-001-008,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s003_a002,cab-001-008_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
113,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s001_a007,cab-001-011_s001,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
114,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s003_a002,cab-001-011_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
115,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s004_a003,cab-001-011_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
119,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s002_a001,cab-001-011_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
121,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s002_a002,cab-001-011_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
122,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s001_a005,cab-001-011_s001,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
127,cab-001-011,contextual_inference,leco:decidedBy,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s002_a001,cab-001-011_s002,pending,,,autoridad decisora no resoluble a una entidad única/nombrada sin conjetura adicional
130,cab-001-012,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s002_a006,cab-001-012_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
134,cab-001-012,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s005_a002,cab-001-012_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
137,cab-001-012,explicit_recoverable,leco:createsRepresentation,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s006_a004,cab-001-012_s006,deferred,,,requiere resolver principal(es)/representante(s) y revisar multiplicidad antes de crear RepresentationRelation
139,cab-001-012,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s006_a004,cab-001-012_s006,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
141,cab-001-012,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s003_a005,cab-001-012_s003,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
142,cab-001-012,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s004_a002,cab-001-012_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
144,cab-001-012,explicit_recoverable,leco:sanctions,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s003_a003,cab-001-012_s003,pending,,,objeto de sanctions no resoluble a una entidad única/nombrada
147,cab-001-012,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s002_a001,cab-001-012_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
148,cab-001-012,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s003_a003,cab-001-012_s003,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
149,cab-001-012,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s004_a003,cab-001-012_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
150,cab-001-012,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s003_a004,cab-001-012_s003,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
151,cab-001-012,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s002_a003,cab-001-012_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
157,cab-001-016,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s003_a003,cab-001-016_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
167,cab-001-016,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0016/event_cab-001-016_cab-001-016_s003_a004,cab-001-016_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
178,cab-001-018,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s004_a002,cab-001-018_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
179,cab-001-018,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s001_a009,cab-001-018_s001,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
180,cab-001-018,explicit_recoverable,leco:createsRepresentation,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s001_a009,cab-001-018_s001,deferred,,,requiere resolver principal(es)/representante(s) y revisar multiplicidad antes de crear RepresentationRelation
181,cab-001-018,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s003_a002,cab-001-018_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
182,cab-001-018,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s002_a001,cab-001-018_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
183,cab-001-018,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s004_a002,cab-001-018_s004,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
186,cab-001-019,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s003_a001,cab-001-019_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
187,cab-001-019,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s004_a001,cab-001-019_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
190,cab-001-019,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s004_a004,cab-001-019_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
192,cab-001-019,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s001_a003,cab-001-019_s001,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
194,cab-001-019,explicit_recoverable,leco:createsRepresentation,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s004_a001,cab-001-019_s004,deferred,,,requiere resolver principal(es)/representante(s) y revisar multiplicidad antes de crear RepresentationRelation
198,cab-001-019,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s004_a005,cab-001-019_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
201,cab-001-038,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s002_a003,cab-001-038_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
206,cab-001-038,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s006_a002,cab-001-038_s006,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
210,cab-001-038,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s003_a003,cab-001-038_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
211,cab-001-038,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s007_a003,cab-001-038_s007,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
212,cab-001-038,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s005_a002,cab-001-038_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
214,cab-001-038,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s006_a006,cab-001-038_s006,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
215,cab-001-038,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s002_a002,cab-001-038_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
216,cab-001-038,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s007_a010,cab-001-038_s007,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
217,cab-001-038,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s004_a002,cab-001-038_s004,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
218,cab-001-038,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s004_a009,cab-001-038_s004,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
220,cab-001-038,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s002_a003,cab-001-038_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
221,cab-001-038,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s007_a003,cab-001-038_s007,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
223,cab-001-038,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s007_a004,cab-001-038_s007,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
225,cab-001-038,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s002_a002,cab-001-038_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
226,cab-001-038,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s007_a010,cab-001-038_s007,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
228,cab-001-039,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s003_a004,cab-001-039_s003,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
229,cab-001-039,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s005_a008,cab-001-039_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
230,cab-001-039,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s005_a006,cab-001-039_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
231,cab-001-039,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s005_a005,cab-001-039_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
235,cab-001-039,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s005_a007,cab-001-039_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
237,cab-001-039,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s002_a002,cab-001-039_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
238,cab-001-039,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s005_a004,cab-001-039_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
240,cab-001-039,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s003_a004,cab-001-039_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
241,cab-001-039,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0039/event_cab-001-039_cab-001-039_s006_a001,cab-001-039_s006,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
242,cab-001-040,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a005,cab-001-040_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
243,cab-001-040,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0040/event_cab-001-040_cab-001-040_s003_a008,cab-001-040_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
