row,document,status,result_path,focus_node,evidence_xml_id,outcome,relation_xml_id,target,reason
53,cab-001-004,explicit_recoverable,leco:appointsToOffice,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s011_a003,cab-001-004_s011,applied,review_0053_appointsToOffice,review_office_0053,
54,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s007_a004,cab-001-004_s007,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
55,cab-001-004,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s007_a004,cab-001-004_s007,applied,review_0055_hasParticipant,person_cab-001-004_cab-001-004_s007_a003,
56,cab-001-004,needs_review,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s002_a005,cab-001-004_s002,not_applied_by_policy,,,review_status=needs_review
57,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s010_a007,cab-001-004_s010,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
58,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s011_a003,cab-001-004_s011,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
59,cab-001-004,needs_review,leco:resultsInLegalArrangement,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s002_a008,cab-001-004_s002,not_applied_by_policy,,,review_status=needs_review
60,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s010_a004,cab-001-004_s010,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
61,cab-001-004,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s002_a005,cab-001-004_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
62,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s008_a001,cab-001-004_s008,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
63,cab-001-004,needs_review,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s002_a003,cab-001-004_s002,not_applied_by_policy,,,review_status=needs_review
64,cab-001-004,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s009_a002,cab-001-004_s009,applied,review_0064_hasParticipant,person_cab-001-004_cab-001-004_s009_a001,
65,cab-001-004,keep_warning,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s009_a002,cab-001-004_s009,not_applied_by_policy,,,review_status=keep_warning
66,cab-001-004,needs_review,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s002_a008,cab-001-004_s002,not_applied_by_policy,,,review_status=needs_review
67,cab-001-004,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d004/event_cab-001-004_cab-001-004_s007_a002,cab-001-004_s007,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
68,cab-001-006,contextual_inference,leco:resultsInLegalArrangement,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s006_a001,cab-001-006_s006,applied,review_0068_resultsInLegalArrangement,review_arrangement_0068,
69,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s002_a001,cab-001-006_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
70,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a002,cab-001-006_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
71,cab-001-006,explicit_recoverable,leco:sanctions,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a004,cab-001-006_s005,pending,,,objeto de sanctions no resoluble a una entidad única/nombrada
72,cab-001-006,keep_warning,leco:decidedBy,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a002,cab-001-006_s005,not_applied_by_policy,,,review_status=keep_warning
73,cab-001-006,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s006_a001,cab-001-006_s006,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
74,cab-001-006,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a004,cab-001-006_s005,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
75,cab-001-006,keep_warning,leco:appointsPerson,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s002_a001,cab-001-006_s002,not_applied_by_policy,,,review_status=keep_warning
76,cab-001-006,needs_review,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s004_a004,cab-001-006_s004,not_applied_by_policy,,,review_status=needs_review
77,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s004_a004,cab-001-006_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
78,cab-001-006,needs_review,leco:sanctions,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s004_a004,cab-001-006_s004,not_applied_by_policy,,,review_status=needs_review
79,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s006_a001,cab-001-006_s006,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
80,cab-001-006,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a002,cab-001-006_s005,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
81,cab-001-006,keep_warning,leco:decidedBy,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a004,cab-001-006_s005,not_applied_by_policy,,,review_status=keep_warning
82,cab-001-006,keep_warning,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s002_a001,cab-001-006_s002,not_applied_by_policy,,,review_status=keep_warning
83,cab-001-006,contextual_inference,leco:conceptUseTime,https://w3id.org/leco/data/co-ahrb-cab-001-d006/concept_use_cab-001-006_cab-001-006_s005_a001,cab-001-006_s005,pending,,,no se pudo heredar una fecha documental fiable
84,cab-001-006,keep_warning,leco:decidedBy,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s004_a004,cab-001-006_s004,not_applied_by_policy,,,review_status=keep_warning
85,cab-001-006,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a004,cab-001-006_s005,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
86,cab-001-006,explicit_recoverable,leco:appointsToOffice,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s002_a001,cab-001-006_s002,pending,,,mención de oficio no resoluble en el segmento
87,cab-001-006,contextual_inference,leco:conceptUseTime,https://w3id.org/leco/data/co-ahrb-cab-001-d006/concept_use_cab-001-006_cab-001-006_s003_a001,cab-001-006_s003,pending,,,no se pudo heredar una fecha documental fiable
88,cab-001-006,explicit_recoverable,leco:sanctions,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a002,cab-001-006_s005,pending,,,objeto de sanctions no resoluble a una entidad única/nombrada
89,cab-001-007,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a002,cab-001-007_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
90,cab-001-007,contextual_inference,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a001,cab-001-007_s002,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
91,cab-001-007,keep_warning,leco:appealsAgainst,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a002,cab-001-007_s002,not_applied_by_policy,,,review_status=keep_warning
92,cab-001-007,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a002,cab-001-007_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
93,cab-001-007,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s001_a003,cab-001-007_s001,applied,review_0093_hasParticipant,person_cab-001-007_cab-001-007_s001_a005,
94,cab-001-007,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a005,cab-001-007_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
95,cab-001-007,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a002,cab-001-007_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
96,cab-001-007,needs_review,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s001_a003,cab-001-007_s001,not_applied_by_policy,,,review_status=needs_review
97,cab-001-007,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a005,cab-001-007_s003,applied,review_0097_hasParticipant,org_cab-001-007_cab-001-007_s001_a001,
98,cab-001-007,explicit_recoverable,leco:createsRepresentation,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s001_a003,cab-001-007_s001,deferred,,,requiere resolver principal(es)/representante(s) y revisar multiplicidad antes de crear RepresentationRelation
99,cab-001-007,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a002,cab-001-007_s003,applied,review_0099_hasParticipant,org_cab-001-007_cab-001-007_s001_a001,
100,cab-001-007,explicit_recoverable,leco:createsRepresentation,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s003_a005,cab-001-007_s003,deferred,,,requiere resolver principal(es)/representante(s) y revisar multiplicidad antes de crear RepresentationRelation
101,cab-001-007,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a001,cab-001-007_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
102,cab-001-007,keep_warning,leco:beforeAuthority,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a002,cab-001-007_s002,not_applied_by_policy,,,review_status=keep_warning
103,cab-001-008,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s005_a003,cab-001-008_s005,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
104,cab-001-008,explicit_recoverable,leco:appointsPerson,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s003_a002,cab-001-008_s003,pending,,,objeto de appointsPerson no resoluble a una entidad única/nombrada
105,cab-001-008,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s003_a002,cab-001-008_s003,pending,,,no se pudo resolver un participante único/nombrado sin análisis gramatical adicional
106,cab-001-008,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s003_a002,cab-001-008_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
107,cab-001-008,explicit_recoverable,leco:appointsToOffice,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s003_a002,cab-001-008_s003,applied,review_0107_appointsToOffice,review_office_0107,
108,cab-001-008,keep_warning,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s005_a003,cab-001-008_s005,not_applied_by_policy,,,review_status=keep_warning
109,cab-001-008,keep_warning,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s005_a004,cab-001-008_s005,not_applied_by_policy,,,review_status=keep_warning
110,cab-001-008,keep_warning,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s005_a005,cab-001-008_s005,not_applied_by_policy,,,review_status=keep_warning
111,cab-001-008,needs_review,leco:appointsToOffice,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s005_a005,cab-001-008_s005,not_applied_by_policy,,,review_status=needs_review
112,cab-001-011,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s004_a003,cab-001-011_s004,applied,review_0112_hasParticipant,person_cab-001-011_cab-001-011_s004_a001,
113,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s001_a007,cab-001-011_s001,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
114,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s003_a002,cab-001-011_s003,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
115,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s004_a003,cab-001-011_s004,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
116,cab-001-011,keep_warning,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s002_a002,cab-001-011_s002,not_applied_by_policy,,,review_status=keep_warning
117,cab-001-011,explicit_recoverable,(participant),https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s003_a002,cab-001-011_s003,applied,review_0117_hasParticipant,org_cab-001-011_cab-001-011_s003_a001,
118,cab-001-011,explicit_recoverable,leco:decidedBy,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s001_a007,cab-001-011_s001,applied,review_0118_decidedBy,org_cab-001-011_cab-001-011_s001_a003,
119,cab-001-011,contextual_inference,leco:withinJurisdiction,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s002_a001,cab-001-011_s002,deferred,,,recalcular tras recuperar autoridades; no crear jurisdicción redundante desde el CSV
