document,property,target_requirement,focus_node,focus_xml_id,focus_types,focus_label,segment_id,segment_text,previous_segment_id,previous_segment_text,next_segment_id,next_segment_text,same_segment_entities,previous_segment_entities,next_segment_entities,same_segment_events,previous_segment_events,next_segment_events,same_segment_office_mentions,previous_segment_office_mentions,next_segment_office_mentions,current_property_targets,suggested_review_action,approved_target_xml_id,approved_basis,approved_confidence,relation_review_status,relation_reviewer_note
cab-001-006,leco:decidedBy,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s004_a004,event_cab-001-006_cab-001-006_s004_a004,leco:Punishment,castigados,cab-001-006_s004,"Por cuanto en los confines y términos de la ciudad de Tunja y sus provincias y poblaciones de Indios hay guerras entre ellos con los Caribes los cuales comen carne humana, para que estos sean castigados por los españoles.",cab-001-006_s003,"Hacer relación de su majestad de la cantidad de oro,espadas, Piedras preciosas producidas en este reino, para que por medio de la Real Audencia se entregue el informe, agregando las tierras mas fertiles de los Indigenas ó naturales.",cab-001-006_s005,"Por cuanto es costumbre de los gobernantes del Reino y de las justicias, se pregona las penas contra los Indios, Suspenderlos, castigarlos por causar problemas con los vecinos de la ciudad dónde se fiel cumplimiento a esta carta Real Provisión.",,org:org_cab-001-006_cab-001-006_s003_a002|Real Audencia|same|audiencia,,,,event:event_cab-001-006_cab-001-006_s005_a002|penas|same|https://w3id.org/leco/ontology#Sanction; event:event_cab-001-006_cab-001-006_s005_a004|castigarlos|same|https://w3id.org/leco/ontology#Punishment,,,,,"Identificar la autoridad que adopta la decisión. Distinguir autoridad decisora de beneficiario, destinatario o persona mencionada.",,,,pending,
cab-001-006,leco:decidedBy,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d006/event_cab-001-006_cab-001-006_s005_a002,event_cab-001-006_cab-001-006_s005_a002,leco:Sanction,penas,cab-001-006_s005,"Por cuanto es costumbre de los gobernantes del Reino y de las justicias, se pregona las penas contra los Indios, Suspenderlos, castigarlos por causar problemas con los vecinos de la ciudad dónde se fiel cumplimiento a esta carta Real Provisión.",cab-001-006_s004,"Por cuanto en los confines y términos de la ciudad de Tunja y sus provincias y poblaciones de Indios hay guerras entre ellos con los Caribes los cuales comen carne humana, para que estos sean castigados por los españoles.",cab-001-006_s006,Finalmente; seguir autorizando los repartimientos de tierras e Indios a los primeros descubridores y conquistadores del Nuevo Reino de Granada.,,,,event:event_cab-001-006_cab-001-006_s005_a004|castigarlos|same|https://w3id.org/leco/ontology#Punishment,event:event_cab-001-006_cab-001-006_s004_a004|castigados|same|https://w3id.org/leco/ontology#Punishment,event:event_cab-001-006_cab-001-006_s006_a001|repartimientos|same|https://w3id.org/leco/ontology#RepartimientoAct,,,,,"Identificar la autoridad que adopta la decisión. Distinguir autoridad decisora de beneficiario, destinatario o persona mencionada.",,,,pending,
cab-001-007,leco:appealsAgainst,legal_decision,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a002,event_cab-001-007_cab-001-007_s002_a002,leco:Appeal,apelaciones,cab-001-007_s002,"Dentro de las funciones asignadas, deben realizar suplicas, apelaciones, velar por los negocios de la ciudad, dar cumplimiento de las leyes de su Magestad, poner remedio a los conflictos de los naturales y de los colonos, para el bien de los vecinos del Nuevo Reino de Granada.",cab-001-007_s001,"Los miembros del Cabildo, Justicia y Regimiento otorgan el poder de Procuradores a don Pedro de Colemenares y Alonso Tellez, para que defiendan las causas de la ciudad de Tunja, ante la Real Audiencia de Santafé, Provisión fechada a 1 de diciembre de 1547.",cab-001-007_s003,"Los miembros del cabildo, procedieron a tomar el juramento de fidelidad a los dos Procuradores Generales a quienes se les otorgo el poder de representación y defensa de las causas de la provincia.",,org:org_cab-001-007_cab-001-007_s001_a001|Cabildo|same|cabildo; org:org_cab-001-007_cab-001-007_s001_a002|Justicia y Regimiento|same|cabildo_body; person:person_cab-001-007_cab-001-007_s001_a005|Alonso Tellez|same|historicalPerson; org:org_cab-001-007_cab-001-007_s001_a007|Real Audiencia de Santafé|same|audiencia,org:org_cab-001-007_cab-001-007_s001_a001|cabildo|same|cabildo,event:event_cab-001-007_cab-001-007_s002_a001|suplicas|same|https://w3id.org/leco/ontology#Supplication,event:event_cab-001-007_cab-001-007_s001_a003|poder|same|https://w3id.org/leco/ontology#GrantOfPower,event:event_cab-001-007_cab-001-007_s003_a002|juramento|same|https://w3id.org/leco/ontology#Oath; event:event_cab-001-007_cab-001-007_s003_a005|poder de representación|same|https://w3id.org/leco/ontology#GrantOfPower,,officeMention:cab-001-007_cab-001-007_s001_a004|Procuradores|same|office_or_procedural_role,officeMention:cab-001-007_cab-001-007_s003_a004|Procuradores Generales|same|office_or_procedural_role,,Identificar la decisión/sanción concreta contra la que se apela. No asumir la decisión anterior solo por proximidad si hay más de una candidata.,,,,pending,
cab-001-007,leco:beforeAuthority,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d007/event_cab-001-007_cab-001-007_s002_a002,event_cab-001-007_cab-001-007_s002_a002,leco:Appeal,apelaciones,cab-001-007_s002,"Dentro de las funciones asignadas, deben realizar suplicas, apelaciones, velar por los negocios de la ciudad, dar cumplimiento de las leyes de su Magestad, poner remedio a los conflictos de los naturales y de los colonos, para el bien de los vecinos del Nuevo Reino de Granada.",cab-001-007_s001,"Los miembros del Cabildo, Justicia y Regimiento otorgan el poder de Procuradores a don Pedro de Colemenares y Alonso Tellez, para que defiendan las causas de la ciudad de Tunja, ante la Real Audiencia de Santafé, Provisión fechada a 1 de diciembre de 1547.",cab-001-007_s003,"Los miembros del cabildo, procedieron a tomar el juramento de fidelidad a los dos Procuradores Generales a quienes se les otorgo el poder de representación y defensa de las causas de la provincia.",,org:org_cab-001-007_cab-001-007_s001_a001|Cabildo|same|cabildo; org:org_cab-001-007_cab-001-007_s001_a002|Justicia y Regimiento|same|cabildo_body; person:person_cab-001-007_cab-001-007_s001_a005|Alonso Tellez|same|historicalPerson; org:org_cab-001-007_cab-001-007_s001_a007|Real Audiencia de Santafé|same|audiencia,org:org_cab-001-007_cab-001-007_s001_a001|cabildo|same|cabildo,event:event_cab-001-007_cab-001-007_s002_a001|suplicas|same|https://w3id.org/leco/ontology#Supplication,event:event_cab-001-007_cab-001-007_s001_a003|poder|same|https://w3id.org/leco/ontology#GrantOfPower,event:event_cab-001-007_cab-001-007_s003_a002|juramento|same|https://w3id.org/leco/ontology#Oath; event:event_cab-001-007_cab-001-007_s003_a005|poder de representación|same|https://w3id.org/leco/ontology#GrantOfPower,,officeMention:cab-001-007_cab-001-007_s001_a004|Procuradores|same|office_or_procedural_role,officeMention:cab-001-007_cab-001-007_s003_a004|Procuradores Generales|same|office_or_procedural_role,,"Identificar la autoridad ante la cual se presenta la apelación o actuación. Preferir mención explícita; si es contextual, registrar confidence.",,,,pending,
cab-001-008,leco:appointsPerson,person,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s003_a002,event_cab-001-008_cab-001-008_s003_a002,leco:Appointment,nombrar,cab-001-008_s003,Se acordó nombrar por escribano público de Tunja a Juan quien se le ordena hacer buen uso de su cargo.,cab-001-008_s002,Los miembros del Cabildo se reunieron para tratar asuntos y despachar negocios.,cab-001-008_s004,"En esta reunión se platicó sobre la necesidad de traer los mercados a la plaza principal, el Alcalde ordinario considera el bienestar de los vecinos y el aprovisamiento del mercado.",,org:org_cab-001-008_cab-001-008_s002_a001|Cabildo|same|cabildo,,event:event_cab-001-008_cab-001-008_s003_a001|acordó|same|https://w3id.org/leco/ontology#LegalDecision,,,officeMention:cab-001-008_cab-001-008_s003_a003|escribano público|after|https://w3id.org/leco/ontology#PublicNotaryOfficeType,,officeMention:cab-001-008_cab-001-008_s004_a001|Alcalde ordinario|same|https://w3id.org/leco/ontology#OrdinaryMayorOfficeType,,"Identificar la persona nombrada. Si el texto solo habla de personas genéricas, conservar el warning.",,,,pending,
cab-001-008,leco:appointsToOffice,office,https://w3id.org/leco/data/co-ahrb-cab-001-d008/event_cab-001-008_cab-001-008_s005_a005,event_cab-001-008_cab-001-008_s005_a005,leco:Appointment,nombramiento,cab-001-008_s005,"Don Martin de San Juan Alquacil Mayor, presentó una petición, solicitando el nombramiento de un carcelero, para lo cual proponia el nombre de Pedro Gómez.",cab-001-008_s004,"En esta reunión se platicó sobre la necesidad de traer los mercados a la plaza principal, el Alcalde ordinario considera el bienestar de los vecinos y el aprovisamiento del mercado.",,,person:person_cab-001-008_cab-001-008_s005_a001|Martin de San Juan|before|historicalPerson; person:person_cab-001-008_cab-001-008_s005_a007|Pedro Gómez|after|historicalPerson,,,event:event_cab-001-008_cab-001-008_s005_a003|presentó|same|https://w3id.org/leco/ontology#Presentation; event:event_cab-001-008_cab-001-008_s005_a004|petición|same|https://w3id.org/leco/ontology#Petition,,,officeMention:cab-001-008_cab-001-008_s005_a002|Alquacil Mayor|before|office_or_procedural_role; officeMention:cab-001-008_cab-001-008_s005_a006|carcelero|after|https://w3id.org/leco/ontology#JailerOfficeType,officeMention:cab-001-008_cab-001-008_s004_a001|Alcalde ordinario|same|https://w3id.org/leco/ontology#OrdinaryMayorOfficeType,,,Identificar el cargo concreto del nombramiento. Aprobar el xml:id de la mención de oficio solo después de confirmar que corresponde a ese nombramiento.,,,,pending,
cab-001-011,leco:decidedBy,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s002_a001,event_cab-001-011_cab-001-011_s002_a001,leco:OrderAct,ordenó,cab-001-011_s002,Se ordenó pregonar en toda la ciudad lo acordado sobre los ganados y la probición de dejarlos sueltos.,cab-001-011_s001,"En la ciudad de Tunja, el día 16 de Mayo 1548, se reunieron los miembros del Cabildo Justicia y Regimiento quienes acordaron prohibir a los vecinos de la ciudad permitir andar a los ganados por la calles y la plaza de la misma su pena, de $2 tomines.",cab-001-011_s003,"En este Cabildo los señores capitulares autoriza efectuar el cobro de los propios de la ciudad en el valle de Cerinza, donde estan los Indios de Honzaga.",,org:org_cab-001-011_cab-001-011_s001_a003|Cabildo Justicia y Regimiento|same|cabildo,org:org_cab-001-011_cab-001-011_s003_a001|Cabildo|same|cabildo,event:event_cab-001-011_cab-001-011_s002_a002|pregonar|same|https://w3id.org/leco/ontology#Proclamation,event:event_cab-001-011_cab-001-011_s001_a004|acordaron|same|https://w3id.org/leco/ontology#LegalDecision; event:event_cab-001-011_cab-001-011_s001_a005|prohibir|same|https://w3id.org/leco/ontology#Prohibition; event:event_cab-001-011_cab-001-011_s001_a007|pena|same|https://w3id.org/leco/ontology#Sanction,event:event_cab-001-011_cab-001-011_s003_a002|cobro|same|https://w3id.org/leco/ontology#Collection,,,,,"Identificar la autoridad que adopta la decisión. Distinguir autoridad decisora de beneficiario, destinatario o persona mencionada.",,,,pending,
cab-001-011,leco:decidedBy,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d0011/event_cab-001-011_cab-001-011_s004_a003,event_cab-001-011_cab-001-011_s004_a003,leco:Sanction,penas,cab-001-011_s004,"En está reunión, dijo Hernán Suarez de Villalobos Regidor, que las penas que se impusieran en el Cabildo, debian hacerse cumplir tanto por los naturales como por los colonos Españoles, al infringir las leyes establecidas.",cab-001-011_s003,"En este Cabildo los señores capitulares autoriza efectuar el cobro de los propios de la ciudad en el valle de Cerinza, donde estan los Indios de Honzaga.",cab-001-011_s005,"Don Juan de Horozco, Regidor estuvo de acuerdo con la propuesta, sugiriendo un plazo de nueve días para el pago de sus deudas, en el caso de los propios.",person:person_cab-001-011_cab-001-011_s004_a001|Hernán Suarez de Villalobos|before|historicalPerson; org:org_cab-001-011_cab-001-011_s003_a001|Cabildo|after|cabildo,org:org_cab-001-011_cab-001-011_s003_a001|Cabildo|same|cabildo,person:person_cab-001-011_cab-001-011_s005_a001|Juan de Horozco|same|historicalPerson,,event:event_cab-001-011_cab-001-011_s003_a002|cobro|same|https://w3id.org/leco/ontology#Collection,,officeMention:cab-001-011_cab-001-011_s004_a002|Regidor|before|https://w3id.org/leco/ontology#RegidorOfficeType,,officeMention:cab-001-011_cab-001-011_s005_a002|Regidor|same|https://w3id.org/leco/ontology#RegidorOfficeType,,"Identificar la autoridad que adopta la decisión. Distinguir autoridad decisora de beneficiario, destinatario o persona mencionada.",,,,pending,
cab-001-012,leco:sanctions,person_or_collective,https://w3id.org/leco/data/co-ahrb-cab-001-d0012/event_cab-001-012_cab-001-012_s003_a003,event_cab-001-012_cab-001-012_s003_a003,leco:Sanction,pena,cab-001-012_s003,"También se acordó mandar a los vecinos hierrantes no pasar con los caballos por dichas tierras, so pena de $10 pesos; se ordenó pregonar la orden.",cab-001-012_s002,"En la reunión se trató lo relacionado a la petición presentada por Francisco Martinez, quien solicita la adjudicación de un pedazo de tierra en Sipatá se acordó proveerla petición, siempre y cuando no fuera lesivo para los vecinos de Tunja, ni para el paso de las yeguas al pueblo.",cab-001-012_s004,"En el cabildo, aprobaron cobrar medio peso del buen oro, por cada vaca, yegua que se encontrara haciendo daño en las sementeras y en el sementerio.",,person:person_cab-001-012_cab-001-012_s002_a002|Francisco Martinez|same|historicalPerson,org:org_cab-001-012_cab-001-012_s001_a001|cabildo|same|cabildo,event:event_cab-001-012_cab-001-012_s003_a001|acordó|same|https://w3id.org/leco/ontology#LegalDecision; event:event_cab-001-012_cab-001-012_s003_a004|ordenó|same|https://w3id.org/leco/ontology#OrderAct; event:event_cab-001-012_cab-001-012_s003_a005|pregonar|same|https://w3id.org/leco/ontology#Proclamation,event:event_cab-001-012_cab-001-012_s002_a001|petición|same|https://w3id.org/leco/ontology#Petition; event:event_cab-001-012_cab-001-012_s002_a003|adjudicación|same|https://w3id.org/leco/ontology#LandGrant; event:event_cab-001-012_cab-001-012_s002_a005|acordó|same|https://w3id.org/leco/ontology#LegalDecision; event:event_cab-001-012_cab-001-012_s002_a006|petición|same|https://w3id.org/leco/ontology#Petition,event:event_cab-001-012_cab-001-012_s004_a002|aprobaron|same|https://w3id.org/leco/ontology#Approval; event:event_cab-001-012_cab-001-012_s004_a003|cobrar|same|https://w3id.org/leco/ontology#Collection,,,,,Identificar a quién recae la sanción. No usar automáticamente al Cabildo ni a la autoridad que impone la pena.,,,,pending,
cab-001-018,leco:sanctions,person_or_collective,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s003_a002,event_cab-001-018_cab-001-018_s003_a002,leco:Sanction,pena,cab-001-018_s003,"Tambien se dispone que los señores Justicias de cada Provincia colaboren para encontrar al negro en mención y se estipula una pena de $1.000 pesos a quién colocara algún impedimento, dicho dinero pasaria a la cámara del Rey.",cab-001-018_s002,"Se autoriza efectuar el pregón, con el fin de conocer información alguna sobre el negro Valenciano; quien habia sido traido al reino por parte del licenciado Miguel Diaz de Armendaris, habia pertenecido a Don Alonso Tellez y actualmente se encontraba fugitivo.",cab-001-018_s004,"Finalmente se ordena entregar la vara de Justicia al capitan Lanchero, quien tomo el juramento de fidelidad, en prueba de su cumplimiento a la misión encomendada Santafé, 9 Septiembre 1553.",org:org_cab-001-018_cab-001-018_s003_a003|cámara del Rey|after|royal_chamber,person:person_cab-001-018_cab-001-018_s002_a003|Miguel Diaz de Armendaris|same|historicalPerson; person:person_cab-001-018_cab-001-018_s002_a004|Alonso Tellez|same|historicalPerson,,,event:event_cab-001-018_cab-001-018_s002_a001|pregón|same|https://w3id.org/leco/ontology#Proclamation,event:event_cab-001-018_cab-001-018_s004_a002|juramento|same|https://w3id.org/leco/ontology#Oath,,,officeMention:cab-001-018_cab-001-018_s004_a001|capitan|same|https://w3id.org/leco/ontology#CaptainOfficeType,,Identificar a quién recae la sanción. No usar automáticamente al Cabildo ni a la autoridad que impone la pena.,,,,pending,
cab-001-018,leco:decidedBy,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d0018/event_cab-001-018_cab-001-018_s003_a002,event_cab-001-018_cab-001-018_s003_a002,leco:Sanction,pena,cab-001-018_s003,"Tambien se dispone que los señores Justicias de cada Provincia colaboren para encontrar al negro en mención y se estipula una pena de $1.000 pesos a quién colocara algún impedimento, dicho dinero pasaria a la cámara del Rey.",cab-001-018_s002,"Se autoriza efectuar el pregón, con el fin de conocer información alguna sobre el negro Valenciano; quien habia sido traido al reino por parte del licenciado Miguel Diaz de Armendaris, habia pertenecido a Don Alonso Tellez y actualmente se encontraba fugitivo.",cab-001-018_s004,"Finalmente se ordena entregar la vara de Justicia al capitan Lanchero, quien tomo el juramento de fidelidad, en prueba de su cumplimiento a la misión encomendada Santafé, 9 Septiembre 1553.",org:org_cab-001-018_cab-001-018_s003_a003|cámara del Rey|after|royal_chamber,person:person_cab-001-018_cab-001-018_s002_a003|Miguel Diaz de Armendaris|same|historicalPerson; person:person_cab-001-018_cab-001-018_s002_a004|Alonso Tellez|same|historicalPerson,,,event:event_cab-001-018_cab-001-018_s002_a001|pregón|same|https://w3id.org/leco/ontology#Proclamation,event:event_cab-001-018_cab-001-018_s004_a002|juramento|same|https://w3id.org/leco/ontology#Oath,,,officeMention:cab-001-018_cab-001-018_s004_a001|capitan|same|https://w3id.org/leco/ontology#CaptainOfficeType,,"Identificar la autoridad que adopta la decisión. Distinguir autoridad decisora de beneficiario, destinatario o persona mencionada.",,,,pending,
cab-001-019,leco:sanctions,person_or_collective,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s003_a001,event_cab-001-019_cab-001-019_s003_a001,leco:Fine,multa,cab-001-019_s003,Por lo anterior se multa con $200 pesos del buen oro a quienes siendo del Cabildo incumplieran la Real Provisión.,cab-001-019_s002,"En el caso del Procurador de Tunja Don Juan Gómez no asistió, asi mismo se causó daño para los beneficios de las ciudades aunque se diera un plazo amplia de 50 días para estar en España.",cab-001-019_s004,En esta reunión se dió todo el poder de representación al capitan Gonzalo Suárez para que apele y suplique por el Cabildo.,org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|after|cabildo,person:person_cab-001-019_cab-001-019_s002_a003|Juan Gómez|same|historicalPerson,person:person_cab-001-019_cab-001-019_s004_a003|Gonzalo Suárez|same|historicalPerson; org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|same|cabildo,,,event:event_cab-001-019_cab-001-019_s004_a001|poder de representación|same|https://w3id.org/leco/ontology#GrantOfPower; event:event_cab-001-019_cab-001-019_s004_a004|apele|same|https://w3id.org/leco/ontology#Appeal; event:event_cab-001-019_cab-001-019_s004_a005|suplique|same|https://w3id.org/leco/ontology#Supplication,,officeMention:cab-001-019_cab-001-019_s002_a001|Procurador|same|https://w3id.org/leco/ontology#ProcuradorOfficeType,officeMention:cab-001-019_cab-001-019_s004_a002|capitan|same|https://w3id.org/leco/ontology#CaptainOfficeType,,Identificar a quién recae la sanción. No usar automáticamente al Cabildo ni a la autoridad que impone la pena.,,,,pending,
cab-001-019,leco:beforeAuthority,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s004_a004,event_cab-001-019_cab-001-019_s004_a004,leco:Appeal,apele,cab-001-019_s004,En esta reunión se dió todo el poder de representación al capitan Gonzalo Suárez para que apele y suplique por el Cabildo.,cab-001-019_s003,Por lo anterior se multa con $200 pesos del buen oro a quienes siendo del Cabildo incumplieran la Real Provisión.,,,person:person_cab-001-019_cab-001-019_s004_a003|Gonzalo Suárez|before|historicalPerson; org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|after|cabildo,org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|same|cabildo,,event:event_cab-001-019_cab-001-019_s004_a001|poder de representación|same|https://w3id.org/leco/ontology#GrantOfPower; event:event_cab-001-019_cab-001-019_s004_a005|suplique|same|https://w3id.org/leco/ontology#Supplication,event:event_cab-001-019_cab-001-019_s003_a001|multa|same|https://w3id.org/leco/ontology#Fine,,officeMention:cab-001-019_cab-001-019_s004_a002|capitan|before|https://w3id.org/leco/ontology#CaptainOfficeType,,,,"Identificar la autoridad ante la cual se presenta la apelación o actuación. Preferir mención explícita; si es contextual, registrar confidence.",,,,pending,
cab-001-019,leco:decidedBy,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s003_a001,event_cab-001-019_cab-001-019_s003_a001,leco:Fine,multa,cab-001-019_s003,Por lo anterior se multa con $200 pesos del buen oro a quienes siendo del Cabildo incumplieran la Real Provisión.,cab-001-019_s002,"En el caso del Procurador de Tunja Don Juan Gómez no asistió, asi mismo se causó daño para los beneficios de las ciudades aunque se diera un plazo amplia de 50 días para estar en España.",cab-001-019_s004,En esta reunión se dió todo el poder de representación al capitan Gonzalo Suárez para que apele y suplique por el Cabildo.,org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|after|cabildo,person:person_cab-001-019_cab-001-019_s002_a003|Juan Gómez|same|historicalPerson,person:person_cab-001-019_cab-001-019_s004_a003|Gonzalo Suárez|same|historicalPerson; org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|same|cabildo,,,event:event_cab-001-019_cab-001-019_s004_a001|poder de representación|same|https://w3id.org/leco/ontology#GrantOfPower; event:event_cab-001-019_cab-001-019_s004_a004|apele|same|https://w3id.org/leco/ontology#Appeal; event:event_cab-001-019_cab-001-019_s004_a005|suplique|same|https://w3id.org/leco/ontology#Supplication,,officeMention:cab-001-019_cab-001-019_s002_a001|Procurador|same|https://w3id.org/leco/ontology#ProcuradorOfficeType,officeMention:cab-001-019_cab-001-019_s004_a002|capitan|same|https://w3id.org/leco/ontology#CaptainOfficeType,,"Identificar la autoridad que adopta la decisión. Distinguir autoridad decisora de beneficiario, destinatario o persona mencionada.",,,,pending,
cab-001-019,leco:appealsAgainst,legal_decision,https://w3id.org/leco/data/co-ahrb-cab-001-d0019/event_cab-001-019_cab-001-019_s004_a004,event_cab-001-019_cab-001-019_s004_a004,leco:Appeal,apele,cab-001-019_s004,En esta reunión se dió todo el poder de representación al capitan Gonzalo Suárez para que apele y suplique por el Cabildo.,cab-001-019_s003,Por lo anterior se multa con $200 pesos del buen oro a quienes siendo del Cabildo incumplieran la Real Provisión.,,,person:person_cab-001-019_cab-001-019_s004_a003|Gonzalo Suárez|before|historicalPerson; org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|after|cabildo,org:org_cab-001-019_cab-001-019_s001_a009|Cabildo|same|cabildo,,event:event_cab-001-019_cab-001-019_s004_a001|poder de representación|same|https://w3id.org/leco/ontology#GrantOfPower; event:event_cab-001-019_cab-001-019_s004_a005|suplique|same|https://w3id.org/leco/ontology#Supplication,event:event_cab-001-019_cab-001-019_s003_a001|multa|same|https://w3id.org/leco/ontology#Fine,,officeMention:cab-001-019_cab-001-019_s004_a002|capitan|before|https://w3id.org/leco/ontology#CaptainOfficeType,,,,Identificar la decisión/sanción concreta contra la que se apela. No asumir la decisión anterior solo por proximidad si hay más de una candidata.,,,,pending,
cab-001-038,leco:sanctions,person_or_collective,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s002_a003,event_cab-001-038_cab-001-038_s002_a003,leco:Fine,multas,cab-001-038_s002,"Se dijo que habia queponer remedio a las personas que estan hechando a perder los montes de esta jurisdicción, para lo cual se deben cobrar multas. 24 mayo 1549.",cab-001-038_s001,"En la ciudad de Tunja del Nuevo Reino de Granada, se reunieron los miembros del Cabildo, el día 17 de Mayo de 1549.",cab-001-038_s003,"Don Juan de Montalvo solicita a los señores Justicia y Regimiento un poder para ocupar el cargo de contador mientras dure la ausencia del titular, quien viajó a la ciudad de Velez.",,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same|cabildo,person:person_cab-001-038_cab-001-038_s003_a001|Juan de Montalvo|same|historicalPerson; org:org_cab-001-038_cab-001-038_s003_a002|Justicia y Regimiento|same|cabildo_body,event:event_cab-001-038_cab-001-038_s002_a002|cobrar|same|https://w3id.org/leco/ontology#Collection,,event:event_cab-001-038_cab-001-038_s003_a003|poder|same|https://w3id.org/leco/ontology#GrantOfPower,,,officeMention:cab-001-038_cab-001-038_s003_a004|contador|same|office_or_procedural_role,,Identificar a quién recae la sanción. No usar automáticamente al Cabildo ni a la autoridad que impone la pena.,,,,pending,
cab-001-038,leco:decidedBy,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d0038/event_cab-001-038_cab-001-038_s002_a003,event_cab-001-038_cab-001-038_s002_a003,leco:Fine,multas,cab-001-038_s002,"Se dijo que habia queponer remedio a las personas que estan hechando a perder los montes de esta jurisdicción, para lo cual se deben cobrar multas. 24 mayo 1549.",cab-001-038_s001,"En la ciudad de Tunja del Nuevo Reino de Granada, se reunieron los miembros del Cabildo, el día 17 de Mayo de 1549.",cab-001-038_s003,"Don Juan de Montalvo solicita a los señores Justicia y Regimiento un poder para ocupar el cargo de contador mientras dure la ausencia del titular, quien viajó a la ciudad de Velez.",,org:org_cab-001-038_cab-001-038_s001_a003|Cabildo|same|cabildo,person:person_cab-001-038_cab-001-038_s003_a001|Juan de Montalvo|same|historicalPerson; org:org_cab-001-038_cab-001-038_s003_a002|Justicia y Regimiento|same|cabildo_body,event:event_cab-001-038_cab-001-038_s002_a002|cobrar|same|https://w3id.org/leco/ontology#Collection,,event:event_cab-001-038_cab-001-038_s003_a003|poder|same|https://w3id.org/leco/ontology#GrantOfPower,,,officeMention:cab-001-038_cab-001-038_s003_a004|contador|same|office_or_procedural_role,,"Identificar la autoridad que adopta la decisión. Distinguir autoridad decisora de beneficiario, destinatario o persona mencionada.",,,,pending,
cab-001-042,leco:decidedBy,authority,https://w3id.org/leco/data/co-ahrb-cab-001-d0042/event_cab-001-042_cab-001-042_s003_a001,event_cab-001-042_cab-001-042_s003_a001,leco:Sanction,pena,cab-001-042_s003,"Los pasos y fuentes; so pena de $1000 pesos del buen oro, al incumplimiento de la orden dada.",cab-001-042_s002,"Se aprobó enviar ocho soldados y algunos peones con el capitan Martin Galeano, quien debe llevar azadones y hachas, para reparar el camino.",cab-001-042_s004,Dado en Santafé a6 Diciembre de 1549.,,person:person_cab-001-042_cab-001-042_s002_a003|Martin Galeano|same|historicalPerson,,,event:event_cab-001-042_cab-001-042_s002_a001|aprobó|same|https://w3id.org/leco/ontology#Approval,,,officeMention:cab-001-042_cab-001-042_s002_a002|capitan|same|https://w3id.org/leco/ontology#CaptainOfficeType,,,"Identificar la autoridad que adopta la decisión. Distinguir autoridad decisora de beneficiario, destinatario o persona mencionada.",,,,pending,
cab-001-042,leco:sanctions,person_or_collective,https://w3id.org/leco/data/co-ahrb-cab-001-d0042/event_cab-001-042_cab-001-042_s003_a001,event_cab-001-042_cab-001-042_s003_a001,leco:Sanction,pena,cab-001-042_s003,"Los pasos y fuentes; so pena de $1000 pesos del buen oro, al incumplimiento de la orden dada.",cab-001-042_s002,"Se aprobó enviar ocho soldados y algunos peones con el capitan Martin Galeano, quien debe llevar azadones y hachas, para reparar el camino.",cab-001-042_s004,Dado en Santafé a6 Diciembre de 1549.,,person:person_cab-001-042_cab-001-042_s002_a003|Martin Galeano|same|historicalPerson,,,event:event_cab-001-042_cab-001-042_s002_a001|aprobó|same|https://w3id.org/leco/ontology#Approval,,,officeMention:cab-001-042_cab-001-042_s002_a002|capitan|same|https://w3id.org/leco/ontology#CaptainOfficeType,,,Identificar a quién recae la sanción. No usar automáticamente al Cabildo ni a la autoridad que impone la pena.,,,,pending,
