document,severity,source_shape,constraint,result_path,message,count
cab-001-006,Warning,_:nb7efa5a328a14675bb26a814fec0cf92b10,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",5
cab-001-007,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-007,Warning,_:nf270bb0210474ada8188e11754dcce12b14,sh:MinCountConstraintComponent,leco:appealsAgainst,No se ha identificado la decisión apelada.,1
cab-001-007,Warning,_:nf270bb0210474ada8188e11754dcce12b9,sh:MinCountConstraintComponent,leco:beforeAuthority,No se ha identificado la autoridad ante la cual se presenta la apelación.,1
cab-001-007,Warning,_:nf270bb0210474ada8188e11754dcce12b3,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,2
cab-001-007,Warning,_:nf270bb0210474ada8188e11754dcce12b5,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",5
cab-001-008,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-008,Warning,_:n750739bf71514f2f887615b20a821979b12,sh:MinCountConstraintComponent,leco:appointsPerson,No se ha identificado la persona nombrada.,1
cab-001-008,Warning,_:n750739bf71514f2f887615b20a821979b8,sh:MinCountConstraintComponent,leco:appointsToOffice,No se ha identificado el oficio al que se realiza el nombramiento.,1
cab-001-008,Warning,_:n750739bf71514f2f887615b20a821979b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",4
cab-001-011,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-011,Warning,_:n500104f873f84cc387e180c90067ecdeb8,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,2
cab-001-011,Warning,_:n500104f873f84cc387e180c90067ecdeb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",6
cab-001-012,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,1
cab-001-012,Warning,_:n3f60002bdc914074bba78cc0c3e2435fb13,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-012,Warning,_:n3f60002bdc914074bba78cc0c3e2435fb3,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-012,Warning,_:n3f60002bdc914074bba78cc0c3e2435fb5,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",7
cab-001-016,Warning,_:n5f2118dc3c7e4136b1f64ea17c1a913ab3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",6
cab-001-018,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,3
cab-001-018,Warning,_:nac8cc955db3342c389344e88b4cc9662b7,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-018,Warning,_:nac8cc955db3342c389344e88b4cc9662b4,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,1
cab-001-018,Warning,_:nac8cc955db3342c389344e88b4cc9662b11,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-018,Warning,_:nac8cc955db3342c389344e88b4cc9662b9,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",4
cab-001-019,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-019,Warning,_:nc029babd6bfb46b49c44e08224198a62b4,sh:MinCountConstraintComponent,leco:appealsAgainst,No se ha identificado la decisión apelada.,1
cab-001-019,Warning,_:nc029babd6bfb46b49c44e08224198a62b9,sh:MinCountConstraintComponent,leco:beforeAuthority,No se ha identificado la autoridad ante la cual se presenta la apelación.,1
cab-001-019,Warning,_:nc029babd6bfb46b49c44e08224198a62b17,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-019,Warning,_:nc029babd6bfb46b49c44e08224198a62b15,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,1
cab-001-019,Warning,_:nc029babd6bfb46b49c44e08224198a62b12,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-019,Warning,_:nc029babd6bfb46b49c44e08224198a62b6,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",5
cab-001-038,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,8
cab-001-038,Warning,_:nbdea4a3c1c7e4def9407df7c3057acc0b21,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-038,Warning,_:nbdea4a3c1c7e4def9407df7c3057acc0b27,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,1
cab-001-038,Warning,_:nbdea4a3c1c7e4def9407df7c3057acc0b7,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-038,Warning,_:nbdea4a3c1c7e4def9407df7c3057acc0b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",12
cab-001-039,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-039,Warning,_:na5f363a70e0348559ccef3cddd74f75eb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",8
cab-001-040,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,2
cab-001-040,Warning,_:n0f5b0d113b9e45a29edf1924558dfa87b5,sh:MinCountConstraintComponent,leco:createsRepresentation,El otorgamiento de poder no está enlazado todavía con una relación de representación.,1
cab-001-040,Warning,_:n0f5b0d113b9e45a29edf1924558dfa87b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",2
cab-001-042,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,3
cab-001-042,Warning,_:nafaac3e7bf27421b9b13c6e3d10b61bdb9,sh:MinCountConstraintComponent,leco:decidedBy,No se ha identificado quién decidió esta decisión jurídica.,1
cab-001-042,Warning,_:nafaac3e7bf27421b9b13c6e3d10b61bdb7,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-042,Warning,_:nafaac3e7bf27421b9b13c6e3d10b61bdb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",6
cab-001-046,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,1
cab-001-046,Warning,_:n143184dfab274a08ab98515fb1bb850fb3,sh:MinCountConstraintComponent,leco:conceptUseJurisdiction,El uso del concepto histórico no tiene todavía contexto jurisdiccional identificado.,1
cab-001-046,Warning,_:n143184dfab274a08ab98515fb1bb850fb5,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",3
cab-001-055,Warning,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,1
cab-001-055,Warning,_:nbea5f193a71749989f36a6cf937d8408b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",6
cab-001-056,Warning,_:nd3f36105c0ac43c3a94e1847db5d1e49b5,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,1
cab-001-056,Warning,_:nd3f36105c0ac43c3a94e1847db5d1e49b3,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",1
