document,severity,constraint,result_path,message,focus_node,focus_types,focus_label,evidence_uris,evidence_xml_ids,evidence_text,evidence_file,evidence_method,suggested_action,suggested_action_note,review_status,reviewer_note
cab-001-002,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,leco:Appointment,nombramiento,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s004,cab-001-002_s004,"El Alcalde Juan de Pineda compareció ante la Real Audencia para apelar la sanción, argumento que se encontraba gestionado lo de su nombramiento como Procurador.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",needs_review,"Propuesta para revisión: cab-001-002_s004 menciona actores o afectados, pero no es inequívoco que correspondan al acto «nombramiento» tal como está tipado. Revisar primero la segmentación/tipo de evento antes de enlazar participantes."
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:appointsPerson,No se ha identificado la persona nombrada.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,leco:Appointment,nombramiento,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s004,cab-001-002_s004,"El Alcalde Juan de Pineda compareció ante la Real Audencia para apelar la sanción, argumento que se encontraba gestionado lo de su nombramiento como Procurador.",source-tei,segment leco:documentsAct focus,review_appointment_person,Comprobar la persona nombrada en el segmento y si el mapping/enriquecimiento omitió una relación explícita.,needs_review,"Propuesta para revisión: cab-001-002_s004 vincula a Juan de Pineda con un «nombramiento como Procurador», pero lo presenta como asunto en gestión. Revisar si existe realmente un Appointment consumado; no afirmar appointsPerson hasta resolverlo."
cab-001-002,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s003_a002,leco:Detention,ponerlo preso,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s003,cab-001-002_s003,"Los señores capitulares, acordaron ponerlo preso y encargar en su remplazo a don Pedro Vasquez.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",contextual_inference,"Propuesta para revisión: el participante de «ponerlo preso» no queda como sujeto inequívoco en cab-001-002_s003, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza."
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a003,leco:Appearance,compareció,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s004,cab-001-002_s004,"El Alcalde Juan de Pineda compareció ante la Real Audencia para apelar la sanción, argumento que se encontraba gestionado lo de su nombramiento como Procurador.",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,keep_warning,Propuesta para revisión: cab-001-002_s004 no ofrece contexto suficiente para fijar la jurisdicción de «compareció». Mantener el warning salvo que segmentos adyacentes o metadata documental permitan una inferencia trazable.
cab-001-002,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s005_a002,leco:Investigation,investigar,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s005,cab-001-002_s005,"Se ordenó investigar las acciones y comportamiento del señor Pineda, para fallar por su incumplimiento con el deber de Alcalde Ordinario.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",explicit_recoverable,"Propuesta para revisión: el segmento cab-001-002_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «investigar». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual."
cab-001-002,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s005_a001,leco:OrderAct,ordenó,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s005,cab-001-002_s005,"Se ordenó investigar las acciones y comportamiento del señor Pineda, para fallar por su incumplimiento con el deber de Alcalde Ordinario.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",contextual_inference,"Propuesta para revisión: el participante de «ordenó» no queda como sujeto inequívoco en cab-001-002_s005, pero puede inferirse por continuidad gramatical/institucional. Revisar el contexto inmediato y, si se acepta, registrar la relación como inferida con evidencia y confianza."
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s005_a001,leco:OrderAct,ordenó,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s005,cab-001-002_s005,"Se ordenó investigar las acciones y comportamiento del señor Pineda, para fallar por su incumplimiento con el deber de Alcalde Ordinario.",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,contextual_inference,Propuesta para revisión: inferir la jurisdicción de la Real Audiencia para este acto por continuidad procesal entre cab-001-002_s004 y cab-001-002_s005. La jurisdicción no está expresada en s005; registrar como inferencia contextual con ambos segmentos como evidencia y confidence moderada.
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,leco:Appointment,nombramiento,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s004,cab-001-002_s004,"El Alcalde Juan de Pineda compareció ante la Real Audencia para apelar la sanción, argumento que se encontraba gestionado lo de su nombramiento como Procurador.",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,needs_review,"Propuesta para revisión: aunque cab-001-002_s004 menciona la Real Audiencia, no es seguro que el «nombramiento como Procurador» pertenezca a esa jurisdicción; el texto solo dice que Pineda estaba gestionando su nombramiento. No asignar jurisdicción automáticamente hasta aclarar el evento de nombramiento."
cab-001-002,Warning,sh:MinCountConstraintComponent,leco:sanctions,No se ha identificado el actor sancionado.,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s003_a002,leco:Detention,ponerlo preso,https://w3id.org/leco/data/co-ahrb-cab-001-d002/cab-001-002_s003,cab-001-002_s003,"Los señores capitulares, acordaron ponerlo preso y encargar en su remplazo a don Pedro Vasquez.",source-tei,segment leco:documentsAct focus,review_sanction_target,Identificar el destinatario de la sanción si está textual o inequívocamente contextualizado; conservar el warning si no puede determinarse.,contextual_inference,Propuesta para revisión: el destinatario de «ponerlo preso» aparece pronominal o depende del segmento anterior. Resolver la correferencia antes de añadir leco:sanctions y marcar la relación como inferida si no es explícita en cab-001-002_s003.
cab-001-003,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s004,cab-001-003_s004,"En este Cabildo se tratá por parte de los miembros del Cabildo Justicia y Regimiento, el contenido de la carta enviada por el señor Gobernador, donde se estipula el tiempo que ha de permanecer los indios en sus repartimientos.",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",explicit_recoverable,"Propuesta para revisión: el segmento cab-001-003_s004 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «repartimientos». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual."
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a004,leco:Appeal,apelación,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,contextual_inference,"Propuesta para revisión: la jurisdicción de «apelación» no está afirmada explícitamente, pero cab-001-003_s005 aporta contexto (Santafé). Determinar la instancia de leco:Jurisdiction adecuada y, si procede, añadir leco:withinJurisdiction como inferencia contextual con provenance/confidence."
cab-001-003,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a002,leco:Proclamation,pregonar,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s007,cab-001-003_s007,Se ordenó pregonar lo acordado.,source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",keep_warning,Propuesta para revisión: en cab-001-003_s007 no se identifica un participante concreto e inequívoco para «pregonar». Mantener el warning; no crear una persona o grupo genérico solo para completar SHACL.
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a001,leco:LegalDecision,acordó,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,contextual_inference,"Propuesta para revisión: la jurisdicción de «acordó» no está afirmada explícitamente, pero cab-001-003_s005 aporta contexto (Santafé). Determinar la instancia de leco:Jurisdiction adecuada y, si procede, añadir leco:withinJurisdiction como inferencia contextual con provenance/confidence."
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s004,cab-001-003_s004,"En este Cabildo se tratá por parte de los miembros del Cabildo Justicia y Regimiento, el contenido de la carta enviada por el señor Gobernador, donde se estipula el tiempo que ha de permanecer los indios en sus repartimientos.",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,needs_review,"Propuesta para revisión: cab-001-003_s004 contiene varios posibles marcos jurisdiccionales (Cabildo/Justicia y Regimiento, Gobernador). No seleccionar uno automáticamente; determinar qué autoridad/ámbito corresponde específicamente al acto «repartimientos»."
cab-001-003,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a001,leco:OrderAct,ordenó,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s007,cab-001-003_s007,Se ordenó pregonar lo acordado.,source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",keep_warning,Propuesta para revisión: en cab-001-003_s007 no se identifica un participante concreto e inequívoco para «ordenó». Mantener el warning; no crear una persona o grupo genérico solo para completar SHACL.
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a001,leco:OrderAct,ordenó,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s007,cab-001-003_s007,Se ordenó pregonar lo acordado.,source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,keep_warning,Propuesta para revisión: cab-001-003_s007 no ofrece contexto suficiente para fijar la jurisdicción de «ordenó». Mantener el warning salvo que segmentos adyacentes o metadata documental permitan una inferencia trazable.
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:resultsInLegalArrangement,El repartimiento no está enlazado todavía con el arreglo o régimen jurídico resultante.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s004,cab-001-003_s004,"En este Cabildo se tratá por parte de los miembros del Cabildo Justicia y Regimiento, el contenido de la carta enviada por el señor Gobernador, donde se estipula el tiempo que ha de permanecer los indios en sus repartimientos.",source-tei,segment leco:documentsAct focus,review_legal_arrangement,Revisar si el acto produce realmente un régimen/arreglo jurídico (p. ej. repartimiento/merced) o si la fuente solo menciona el término.,needs_review,"Propuesta para revisión: cab-001-003_s004 menciona «repartimiento(s)» como asunto, situación existente o referencia nominal; no es seguro que el evento produzca un nuevo LegalArrangement. Revisar la tipificación antes de completar resultsInLegalArrangement."
cab-001-003,Warning,sh:OrConstraintComponent,,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a003,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,human_review,"Revisar el warning junto con su evidencia antes de modificar TEI, mapping u ontología.",explicit_recoverable,"Propuesta para revisión: el segmento cab-001-003_s005 contiene persona(s), grupo(s) o institución(es) explícitamente vinculados al acto «repartimientos». Recuperar al menos un leco:hasParticipant desde la entidad ya anotada. No asignar un rol procesal más específico salvo evidencia textual."
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a002,leco:Proclamation,pregonar,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s007,cab-001-003_s007,Se ordenó pregonar lo acordado.,source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,keep_warning,Propuesta para revisión: cab-001-003_s007 no ofrece contexto suficiente para fijar la jurisdicción de «pregonar». Mantener el warning salvo que segmentos adyacentes o metadata documental permitan una inferencia trazable.
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:conceptUseJurisdiction,El uso del concepto histórico no tiene todavía contexto jurisdiccional identificado.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/concept_use_cab-001-003_cab-001-003_s003_a005,leco:HistoricalConceptUse,real servicio,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s003,cab-001-003_s003,"Juan de Horosco, Miguel de Trujillo, Hernando de Rojas Regidores, para tratar lo relacionadocon el real servicio.",source-tei,focus leco:attestedIn,review_concept_jurisdiction,Revisar si el uso conceptual puede contextualizarse jurisdiccionalmente; mantener warning cuando el alcance no sea seguro.,contextual_inference,Propuesta para revisión: el concepto «real servicio» en cab-001-003_s003 no trae una jurisdicción explícita; puede contextualizarse por la jurisdicción documentada del acto/documento si esta está establecida. Registrar solo como inferencia contextual.
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:resultsInLegalArrangement,El repartimiento no está enlazado todavía con el arreglo o régimen jurídico resultante.,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a003,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,review_legal_arrangement,Revisar si el acto produce realmente un régimen/arreglo jurídico (p. ej. repartimiento/merced) o si la fuente solo menciona el término.,needs_review,"Propuesta para revisión: cab-001-003_s005 menciona «repartimiento(s)» como asunto, situación existente o referencia nominal; no es seguro que el evento produzca un nuevo LegalArrangement. Revisar la tipificación antes de completar resultsInLegalArrangement."
cab-001-003,Warning,sh:MinCountConstraintComponent,leco:withinJurisdiction,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural.",https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a003,leco:RepartimientoAct,repartimientos,https://w3id.org/leco/data/co-ahrb-cab-001-d003/cab-001-003_s005,cab-001-003_s005,"Se acordó expedir a Hernan Suárez para que se encarguen de los asuntos de losnaturales y los repartimientos, presente apelación ante la Real Audencia de Santafé y los Reinos de España .",source-tei,segment leco:documentsAct focus,review_jurisdiction_context,Revisar autoridad/institución y contexto documental. Solo añadir jurisdicción si está explícita o si se registra como inferencia contextual con procedencia.,contextual_inference,"Propuesta para revisión: la jurisdicción de «repartimientos» no está afirmada explícitamente, pero cab-001-003_s005 aporta contexto (Santafé). Determinar la instancia de leco:Jurisdiction adecuada y, si procede, añadir leco:withinJurisdiction como inferencia contextual con provenance/confidence."
